STOP_FRISK_ID,STOP_FRISK_DATE,Stop Frisk Time,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_PREMISES_NAME,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
46,1/2/2018,15:50:00,2018,January,Tuesday,Based on Radio Run,APP,POM,446,SSA,446,Y,O,P,PSB,1,CPW,5,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM,30,MALE,WHITE,6.8,180,MED,ZZZ,BRO,"BLACK WINTER COAT, AND HAT",121,H,,FOREST HILL ROAD && RUMSON ROAD,,FOREST HILL ROAD,940032,149463,,PBSI,STATEN ISLAND
47,1/2/2018,12:34:00,2018,January,Tuesday,Based on Radio Run,APP,POM,446,SGT,446,Y,O,P,PSB,1,BURGLARY,37,Y,,N,Y,BURGLARY,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,CALM. QUIET.,18,MALE,WHITE HISPANIC,5.1,120,THN,BRO,BRO,N/A,121,H,,WILD AVENUE && ROSWELL AVENUE,,WILD AVENUE,931731,154142,,PBSI,STATEN ISLAND
48,1/2/2018,15:50:00,2018,January,Tuesday,Based on Radio Run,APP,POM,446,SSA,446,Y,O,P,PSB,1,CPW,5,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,Y,,,,,,Y,,,,,,,DE,CALM,35,MALE,WHITE,6.4,190,MED,ZZZ,BRO,BLACK JACKET AND BLACK HAT,121,H,,FOREST HILL ROAD && RUMSON ROAD,,FOREST HILL ROAD,940032,149463,,PBSI,STATEN ISLAND
49,1/2/2018,9:15:00,2018,January,Tuesday,Based on Radio Run,APP,POF,48,SGT,48,Y,I,P,PSB,1,OTHER,8,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,Y,Y,,,Y,,Y,,,,,,,DE,CALM,24,FEMALE,BLACK HISPANIC,5.3,120,THN,BLK,BLD,,48,C,,EAST TREMONT AVENUE && ARTHUR AVENUE,,EAST TREMONT AVENUE,1013751,247662,,PBBX,BRONX
50,1/2/2018,5:01:00,2018,January,Tuesday,Based on Radio Run,APP,POM,67,SGT,67,Y,O,P,PSB,1,RECKLESS ENDANGERMENT,2,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,NERVOUS,18,MALE,BLACK,5.7,200,MED,BRO,BLK,"BLACK JACKET, BLACK PANTS",67,E,,5202 SNYDER AVENUE,,SNYDER AVENUE,1004200,176181,,PBBS,BROOKLYN
51,1/3/2018,0:05:00,2018,January,Wednesday,Based on C/W on Scene,APP,POM,14,SGT,14,Y,O,,,2,PETIT LARCENY,10,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,COMPLIANT,27,MALE,BLACK HISPANIC,5.1,180,MED,BLK,BRO,,14,H,,WEST 42 STREET && 9 AVENUE,,WEST 42 STREET,986291,215593,,PBMS,MANHATTAN
52,1/3/2018,14:03:00,2018,January,Wednesday,Based on Self Initiated,APP,POM,806,LT,806,Y,I,H,Housing,1,CRIMINAL TRESPASS,2,Y,,N,Y,CRIMINAL TRESPASS,N,,Y,,,,N,Y,Y,,,,N,,,,,,,Y,,,,,,,Y,,,Y,,,,,Y,,,DE,NERVOUS,24,MALE,BLACK,5.9,175,MED,BRO,BLK,N//A,26,C,N/A,1470 AMSTERDAM AVENUE,,AMSTERDAM AVENUE,997151,237058,,PBMN,MANHATTAN
53,1/3/2018,19:50:00,2018,January,Wednesday,Based on Self Initiated,APP,POF,807,SGT,807,Y,I,H,Housing,10,CRIMINAL TRESPASS,10,Y,,Y,Y,CRIMINAL TRESPASS,N,,Y,,,,N,Y,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,DE,CALM,16,FEMALE,BLACK,5.1,210,HEA,BRO,BLK,,40,A,,515 EAST 143 STREET,,EAST 143 STREET,1007305,234705,,PBBX,BRONX
54,1/3/2018,19:50:00,2018,January,Wednesday,Based on Self Initiated,APP,POF,807,SGT,807,Y,I,H,Housing,10,CRIMINAL TRESPASS,10,Y,,Y,Y,CRIMINAL TRESPASS,N,,Y,,,,N,Y,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,DE,CALM,17,MALE,BLACK,5.11,190,THN,BRO,BLK,N/A,40,A,,515 EAST 141 STREET,,EAST 141 STREET,1007044,234182,,PBBX,BRONX
55,1/3/2018,15:17:00,2018,January,Wednesday,Based on Radio Run,APP,POF,41,SGT,41,Y,O,P,PSB,1,ROBBERY,5,Y,,N,Y,ROBBERY,N,,N,,S,V,Y,Y,N,,Y,,Y,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,Y,,,DE,NERVOUS,18,MALE,BLACK HISPANIC,5.6,150,THN,BRO,BLK,N/A,41,D,,941 FAILE STREET,,FAILE STREET,1014868,238745,,PBBX,BRONX
56,1/3/2018,19:45:00,2018,January,Wednesday,Based on Radio Run,APP,POF,42,SGT,42,Y,O,P,PSB,1,GRAND LARCENY,5,Y,,N,N,,N,,N,,,V,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM,,MALE,BLACK,6.1,230,MED,BRO,BLK,,42,B,,EAST 174 STREET && SOUTHERN BOULEVARD,,EAST 174 STREET,1015308,244373,,PBBX,BRONX
57,1/3/2018,15:00:00,2018,January,Wednesday,Based on Radio Run,APP,POM,807,SGT,807,Y,I,H,Housing,1,CPW,4,Y,,N,Y,CPW,N,,N,,S,V,Y,N,N,Y,,Y,Y,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,DE,"NERVOUS , SWEATY",21,MALE,BLACK,5.9,250,HEA,BRO,BLK,"BLACK SWEATSHIRT, BLACK PANTS",42,D,6A,735 EAST 165 STREET,,EAST 165 STREET,1010832,239885,,PBBX,BRONX
58,1/3/2018,15:05:00,2018,January,Wednesday,Based on Self Initiated,APP,POM,44,SSA,44,Y,O,P,PSB,1,CPW,2,Y,,N,Y,CPW,N,,Y,,,,Y,N,N,,Y,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,DE,IRATE,42,MALE,WHITE HISPANIC,6.1,233,HEA,BRO,BLK,TATTOO ON LEFT HAND,44,E,,1505 TOWNSEND AVENUE,,TOWNSEND AVENUE,1007758,246176,,PBBX,BRONX
59,1/3/2018,19:41:00,2018,January,Wednesday,Based on Radio Run,APP,POM,44,SGT,44,Y,I,P,PSB,1,CPW,15,Y,,Y,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,UNDERSTANDING,22,MALE,BLACK,5.1,185,MED,BLK,BLK,,44,C,4PN,975 WALTON AVENUE,,WALTON AVENUE,1005581,241386,,PBBX,BRONX
60,1/3/2018,13:50:00,2018,January,Wednesday,Based on Radio Run,APP,POM,46,SGT,46,Y,I,P,PSB,1,CPW,1,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,Y,Y,,,,,,,,,,,,DE,"NERVOUS, AGGRESSIVE.",32,MALE,BLACK,5.7,230,HEA,BRO,BLK,,46,C,,1 EAST BURNSIDE AVENUE,,EAST BURNSIDE AVENUE,1009924,250343,,PBBX,BRONX
61,1/3/2018,2:50:00,2018,January,Wednesday,Based on Self Initiated,APP,POM,46,SGT,46,Y,,P,PSB,2,CPW,3,Y,,N,N,,N,,N,,S,,Y,N,N,,,,N,,,,,,,Y,,,,,Y,,,,,,,,,,,,,DE,AGGRESIVE,,MALE,WHITE HISPANIC,5.6,165,MED,ZZZ,XXX,UNK,46,D,,50 WEST BURNSIDE AVENUE,,WEST BURNSIDE AVENUE,1009273,250431,,PBBX,BRONX
62,1/3/2018,13:00:00,2018,January,Wednesday,Based on Radio Run,APP,POM,801,SGT,801,Y,O,H,Housing,3,ASSAULT,5,Y,,N,Y,OTHER,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,DE,UPSET,23,MALE,BLACK,6.2,170,MED,BRO,BLK,N/A,60,D,,3194 BAY VIEW AVENUE,,BAY VIEW AVENUE,984663,150540,,PBBS,BROOKLYN
63,1/3/2018,23:00:00,2018,January,Wednesday,Based on Self Initiated,APP,POM,425,LT,425,Y,O,,,3,ROBBERY,3,Y,,N,N,,N,,N,,,V,Y,N,N,,,,N,,,,,,,Y,,,,Y,,,,,,,,,,,,,,DE,CALM,18,MALE,BLACK,5.8,140,THN,BRO,BLK,,67,E,,5802 CLARENDON ROAD,,CLARENDON ROAD,1005984,174247,,PBBS,BROOKLYN
64,1/3/2018,22:10:00,2018,January,Wednesday,Based on Radio Run,APP,POM,72,SGT,72,Y,,P,PSB,1,ROBBERY,5,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,DE,CALM,21,,ASIAN / PACIFIC ISLANDER,5.8,160,THN,BRO,BLK,,72,D,,62 STREET && 7 AVENUE,,62 STREET,980657,170874,,PBBS,BROOKLYN
65,1/3/2018,13:10:00,2018,January,Wednesday,Based on Self Initiated,APP,POF,94,SGT,94,Y,I,H,Housing,10,CRIMINAL TRESPASS,1,Y,,Y,Y,CRIMINAL TRESPASS,N,,N,I,S,,N,N,Y,,,,N,,,Y,,,,Y,,,,,,,,,,Y,,,,,,,,N/A,N/A,,FEMALE,WHITE HISPANIC,5.4,120,THN,BRO,BRO,,94,B,,417 MORGAN AVENUE,,MORGAN AVENUE,1001678,201044,,PBBN,BROOKLYN
66,1/3/2018,13:10:00,2018,January,Wednesday,Based on Self Initiated,APP,POF,94,SGT,94,Y,I,H,Housing,10,CRIMINAL TRESPASS,1,Y,,Y,Y,CRIMINAL TRESPASS,N,,N,I,S,,N,N,Y,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,N/A,N/A,18,FEMALE,WHITE HISPANIC,5.4,140,HEA,BRO,BRO,,94,B,,417 MORGAN AVENUE,,MORGAN AVENUE,1001678,201044,,PBBN,BROOKLYN
67,1/3/2018,1:17:00,2018,January,Wednesday,Based on Radio Run,APP,POM,102,LT,102,Y,,,,1,ROBBERY,10,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,CRYING,30,MALE,WHITE,5.3,170,HEA,BRO,BLK,,106,C,,107 AVENUE && 115 STREET,,107 AVENUE,1032342,188316,,PBQS,QUEENS
68,1/3/2018,17:05:00,2018,January,Wednesday,Based on Radio Run,APP,POM,111,LT,111,Y,I,P,PSB,1,PETIT LARCENY,30,Y,,N,N,,N,,Y,,,,Y,Y,N,,,,N,,,Y,,,,Y,,,,,,,,,,Y,,,,,,Y,,DE,CASUAL,24,MALE,ASIAN / PACIFIC ISLANDER,5.8,160,MED,BRO,BLK,PUFFY JACKET,111,G,,255-10 NORTHERN BOULEVARD,,NORTHERN BOULEVARD,1057847,220671,,PBQN,QUEENS
69,1/4/2018,9:05:00,2018,January,Thursday,Based on Self Initiated,APP,POM,863,SGT,863,Y,S,T,Transit,5,CPW,13,Y,,N,Y,CPW,N,,N,,S,V,Y,Y,N,,Y,,Y,,,Y,,,,Y,,,,,Y,,,,,,,Y,Y,Y,Y,,Y,DE,COOPERATIVE WITH VERBAL INSTRUCTIONS,37,MALE,WHITE,6.1,220,MED,BRO,BRO,NA,17,D,,EAST 42 STREET && LEXINGTON AVENUE,,EAST 42 STREET,990886,213048,,PBMS,MANHATTAN
70,1/4/2018,21:30:00,2018,January,Thursday,Based on Radio Run,APP,POM,32,SGT,32,Y,O,P,PSB,1,PETIT LARCENY,5,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,APP NORMAL,16,MALE,BLACK,5.7,150,THN,BRO,BLK,,32,D,,7 AVENUE && WEST 145 STREET,,7 AVENUE,1001112,238628,,PBMN,MANHATTAN
71,1/4/2018,21:30:00,2018,January,Thursday,Based on Radio Run,APP,POM,32,SGT,32,Y,O,P,PSB,1,PETIT LARCENY,5,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,APP NORMAL,15,FEMALE,BLACK,5.5,120,THN,BRO,BLK,,32,D,,7 AVENUE && WEST 145 STREET,,7 AVENUE,1001112,238628,,PBMN,MANHATTAN
72,1/4/2018,21:13:00,2018,January,Thursday,Based on Self Initiated,APP,POM,40,SGT,40,Y,O,P,PSB,5,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,2,Y,,N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,,Y,,,,N,Y,Y,,,,N,,,,,,,Y,,,,,,,Y,,,,,,Y,,,Y,,DE,CALM AND CORDIAL,57,MALE,BLACK,6.1,170,THN,BRO,BLK,,40,D,,601 PROSPECT AVENUE,,PROSPECT AVENUE,1010830,235739,,PBBX,BRONX
73,1/4/2018,1:46:00,2018,January,Thursday,Based on Self Initiated,APP,POM,42,SGT,42,Y,I,H,Housing,1,CRIMINAL TRESPASS,10,Y,,N,N,,N,,N,,S,,Y,Y,N,,,Y,Y,,,,,,,Y,,,,Y,,,,,,Y,,,Y,,,,,DE,CALM,32,MALE,BLACK,5.9,160,THN,BRO,BRO,FRECKLES,42,D,,745 EAST 165 STREET,,EAST 165 STREET,1010889,239867,,PBBX,BRONX
74,1/4/2018,13:46:00,2018,January,Thursday,Based on Radio Run,APP,POF,46,SGT,46,Y,O,P,PSB,5,CPW,10,Y,,N,N,,N,,Y,,,,Y,Y,Y,,,,N,,,,,,,Y,,,,,Y,,,,,,,Y,,,,,,DE,VERBALLY AGGRESSIVE,59,MALE,WHITE HISPANIC,5.5,150,MED,BRO,GRY,UNKNOWN,46,D,,JEROME AVENUE && WEST 182 STREET,,JEROME AVENUE,1010617,251542,,PBBX,BRONX
75,1/4/2018,13:20:00,2018,January,Thursday,Based on C/W on Scene,APP,POM,802,SGT,802,Y,,P,PSB,1,OTHER,15,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,Y,Y,,,,,,,DE,"CALM, UPSET",28,MALE,WHITE HISPANIC,,190,MED,BRO,BLK,UNK,73,C,,STONE AVENUE && LIVONIA AVENUE,,STONE AVENUE,1010558,180878,,PBBN,BROOKLYN
76,1/4/2018,23:10:00,2018,January,Thursday,Based on Radio Run,APP,POM,75,SGT,75,N,,P,PSB,2,ASSAULT,5,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,UPSET,46,MALE,BLACK,5.7,180,MED,ZZZ,BLK,UNK,75,D,,STANLEY AVENUE && SCHENCK AVENUE,,STANLEY AVENUE,1016736,179674,,PBBN,BROOKLYN
77,1/4/2018,0:35:00,2018,January,Thursday,Based on Radio Run,APP,POM,78,SGT,78,Y,,P,PSB,2,BURGLARY,10,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,Y,,,,,,Y,,,,Y,,,,,Y,,,,,,,DE,"COMPLIANT, THANKFUL",57,MALE,BLACK,5.9,170,MED,BRO,BLK,,78,C,,SAINT MARKS AVENUE && VANDERBILT AVENUE,,SAINT MARKS AVENUE,992975,186490,,PBBS,BROOKLYN
78,1/4/2018,23:26:00,2018,January,Thursday,Based on Radio Run,APP,POM,94,LT,94,Y,I,,,1,BURGLARY,20,Y,,N,N,,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,Y,,,,,,,,,Y,,,,,Y,,DE,INTOX,39,MALE,WHITE HISPANIC,5.9,170,MED,BRO,BLK,,94,A,3L,213 NORTH 7 STREET,,NORTH 7 STREET,996495,200379,,PBBN,BROOKLYN
79,1/4/2018,1:22:00,2018,January,Thursday,Based on Radio Run,APP,POM,100,SGT,100,Y,,P,PSB,1,GRAND LARCENY AUTO,14,Y,,Y,Y,PETIT LARCENY,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,N/A,N/A,13,MALE,WHITE HISPANIC,5.5,130,MED,BLK,BLK,N/A,100,A,,BEACH 67 STREET && SURF AVENUE,,BEACH 67 STREET,1035329,152802,,PBQS,QUEENS
80,1/4/2018,1:22:00,2018,January,Thursday,Based on Radio Run,APP,POM,100,SGT,100,Y,,P,PSB,1,GRAND LARCENY AUTO,14,Y,,Y,Y,PETIT LARCENY,N,,Y,,,,Y,Y,N,,,,N,,,Y,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,DE,CALM AND COMPLIANT,21,MALE,BLACK,5.9,155,THN,BLK,BLK,,100,A,,BEACH 67 STREET && SURF AVENUE,,BEACH 67 STREET,1035329,152802,,PBQS,QUEENS
81,1/4/2018,19:00:00,2018,January,Thursday,Based on Radio Run,APP,POM,115,LT,115,Y,O,P,PSB,0,BURGLARY,20,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,,Y,,,,,,,DE,CALM AND HELPFUL,40,MALE,WHITE HISPANIC,5.6,175,MED,BRO,BLK,NA,115,D,,37-67 92 STREET,,92 STREET,1018957,212274,,PBQN,QUEENS
82,1/4/2018,21:14:00,2018,January,Thursday,Based on Radio Run,APP,POM,121,SGT,121,Y,,,,5,ROBBERY,10,Y,,Y,Y,ROBBERY,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,Y,,Y,,,DE,NERVOUS,23,MALE,BLACK,5.7,160,THN,BLK,BLK,N/A,121,C,,HEBERTON AVENUE && BENNETT STREET,,HEBERTON AVENUE,947893,171480,,PBSI,STATEN ISLAND
83,1/4/2018,21:14:00,2018,January,Thursday,Based on Radio Run,APP,POM,121,SGT,121,Y,,,,5,ROBBERY,10,Y,,Y,Y,ROBBERY,N,,Y,,,,Y,Y,Y,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,Y,,Y,,,DE,CALM,22,MALE,BLACK,6.1,170,THN,BLK,BLK,N/A,121,C,,HEBERTON AVENUE && BENNETT STREET,,HEBERTON AVENUE,947893,171480,,PBSI,STATEN ISLAND
84,1/5/2018,19:15:00,2018,January,Friday,Based on Radio Run,APP,POF,18,SGT,18,Y,I,,,1,GRAND LARCENY,10,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,DE,RESTLESS/ CONFUSED,29,MALE,BLACK,5.5,150,MED,BRO,BLK,,18,E,2501,151 WEST 54 STREET,,WEST 54 STREET,989781,217263,,PBMS,MANHATTAN
85,1/5/2018,0:56:00,2018,January,Friday,Based on Radio Run,APP,POM,19,SGT,19,Y,,P,PSB,1,PETIT LARCENY,2,Y,,N,Y,PETIT LARCENY,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM,41,FEMALE,WHITE HISPANIC,5.3,140,THN,BLU,BLK,,19,I,,1 AVENUE && EAST 79 STREET,,1 AVENUE,997355,220665,,PBMN,MANHATTAN
86,1/5/2018,22:51:00,2018,January,Friday,Based on C/W on Scene,APP,POM,42,SGT,42,Y,I,P,PSB,1,CPW,12,Y,,N,N,,N,,N,,S,V,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,OK,15,MALE,BLACK,5.1,150,THN,BRO,BLK,"BLK SKI MASK, BLK JACKET, GREY HOODIE, BLK JEANS, BLK BOOTS, BLK BOOKBAG",42,B,2ND FLOOR,1544 BOONE AVENUE,,BOONE AVENUE,1016046,242784,,PBBX,BRONX
87,1/5/2018,23:55:00,2018,January,Friday,Based on Self Initiated,APP,POF,808,SGT,808,Y,I,H,Housing,1,CRIMINAL POSSESSION OF MARIHUANA,20,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM,28,FEMALE,WHITE HISPANIC,5.4,160,MED,BRO,BLK,UNKNOWN,45,B,,560 BALCOM AVENUE,,BALCOM AVENUE,1032371,238490,,PBBX,BRONX
88,1/5/2018,7:05:00,2018,January,Friday,Based on Radio Run,APP,POM,45,SGT,45,Y,I,P,PSB,5,OTHER,3,Y,,Y,N,,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,,,,,Y,,,,Y,,,,,,Y,,DE,"ACTING NERVOUS, ANXIOUS,",25,MALE,BLACK,5.11,180,MED,BLK,BLK,NA,45,K,2FL,2511 WESTCHESTER AVENUE,,WESTCHESTER AVENUE,1027351,244927,,PBBX,BRONX
89,1/5/2018,0:55:00,2018,January,Friday,Based on Radio Run,APP,POM,61,SGT,61,Y,I,P,PSB,0,ROBBERY,10,Y,,N,Y,ROBBERY,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,Y,Y,,,,,,,DE,ANNOYED,18,MALE,BLACK HISPANIC,5.6,150,MED,BRO,BLK,"RED JACKET, GOATEE",60,B,,30 AVENUE V,,AVENUE V,988843,155569,,PBBS,BROOKLYN
90,1/5/2018,3:39:00,2018,January,Friday,Based on Radio Run,APP,POM,801,SGT,801,Y,I,H,Housing,1,ROBBERY,5,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM,18,MALE,BLACK,5.1,160,THN,ZZZ,BLK,,60,B,,2220 WEST 11 STREET,,WEST 11 STREET,989342,155384,,PBBS,BROOKLYN
91,1/5/2018,3:10:00,2018,January,Friday,Based on Radio Run,APP,POM,61,LT,61,Y,,P,PSB,0,ROBBERY,10,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,"ARGUMENTATIVE, LOUD, ANGRY, FLAILING ARMS AND THREATS WERE MADE",22,MALE,BLACK,5.1,170,MED,BRO,BLK,BLACK SWEATPANTS BLACK CLOTHING,60,B,,2357 WEST 11 STREET,,WEST 11 STREET,989502,154347,,PBBS,BROOKLYN
92,1/5/2018,22:05:00,2018,January,Friday,Based on Radio Run,APP,POF,803,SGT,803,N,,H,Housing,1,CRIMINAL TRESPASS,15,Y,,N,Y,CRIMINAL TRESPASS,N,,Y,,,,N,Y,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,DE,CALM,47,MALE,BLACK,5.1,165,THN,BRO,BRO,NA,81,D,2ND FLOOR,1871 FULTON STREET,,FULTON STREET,1005588,186648,,PBBN,BROOKLYN
93,1/5/2018,15:15:00,2018,January,Friday,Based on Radio Run,APP,POF,103,SGT,103,Y,O,P,PSB,1,CPSP,5,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,Y,,,,,,,,,,,,,,Y,,,,,,,,DE,NORMAL,26,MALE,BLACK,5.7,205,MED,BRO,BLK,,103,A,,BREWER BOULEVARD && JAMAICA AVENUE,,BREWER BOULEVARD,1040532,196050,,PBQS,QUEENS
94,1/5/2018,15:15:00,2018,January,Friday,Based on Radio Run,APP,POF,103,SGT,103,Y,O,P,PSB,1,CPSP,5,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,Y,,,,,,,,,,,,,,Y,,,,,,,,DE,NORMAL,21,FEMALE,WHITE HISPANIC,5.2,125,THN,BRO,BRO,,103,A,,BREWER BOULEVARD && JAMAICA AVENUE,,BREWER BOULEVARD,1040532,196050,,PBQS,QUEENS
95,1/5/2018,21:00:00,2018,January,Friday,Based on Self Initiated,APP,DT3,596,SGT,596,Y,O,P,PSB,30,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,Y,,N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,,N,,S,V,Y,Y,Y,,,,N,,,Y,,,,,,,,,,,,,,Y,,,,,Y,,,DE,NERVOUS,38,MALE,WHITE HISPANIC,5.8,160,MED,BRO,BLK,N/A,115,B,,83 STREET && 31 AVENUE,,83 STREET,1016080,215942,,PBQN,QUEENS
